Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),WG modifier (%),Active (),Slowest Wheel (km/h),Fastest Wheel (km/h),Wheel Slip (km/h),P (),I (),D (),PID (),WG pull (%),Ignition pull (km/h),Slip ramp (km/h),Slip target (km/h),RPM Limit Off (rpm),RPM Limit Soft (rpm),RPM Limit Medium (rpm),RPM Limit Hard (rpm),Cut type (rpm),Cut pattern (rpm),Cut position (rpm),Wheel Angle (),SimosTools [R1.00:2023_3_6:SL 29.33 HSL CBRICK SWG is38 - moar timing 3.bin]
2112.252,0.012085017,3.2687387,1.5319649,1.7993097,94.3339,-10.526308,14.494321,22.630442,462.93045,219.9358,2,96.99251,2,0,361.125,201.75,3395,21.176472,-8.7890625,1.0233154,359.3977,19877.387,20000.502,1100.0834,499.89316,126.51164,141.96265,0,4.273386,4,98.24829,-6.0150337,0,3.7499952,7.132,0,4.46875,0.7576904,0,0,0,0,0,0.85839844,0.8544922,74.69025,3.1249993,251.26791,290,0,101.999985,99.90234,0,252.41753,254.06758,506.625,649.875,1.2312098,527.53125,0,499.59375,79.82713,37.999966,166.43066,1,107.39,227.3125,-0.83618164,-0.076293945,62.3291,60.014343,2.1533203,-12.976074,0,103.95,107.45,3.5,-2.53,0,-0.08,0,0,0,0,6.03,0,0,0,0,0,0,0,0.19687538,0
2112.273,0.009668014,3.2574954,1.5361233,1.7997335,94.33486,-10.526308,14.49954,22.767376,465.09613,221.55203,2,96.99251,2,0,361.5,201.75,3406,21.176472,-8.828125,1.0298462,361.68625,19820.074,20000.502,1100.0834,499.89316,128.41917,142.83163,0,4.356209,4,99.227905,-6.015034,0,3.7499952,7.104,0,4.546875,0.7607422,0,0,0,0,0,0.8613281,0.8544922,74.69025,3.1249995,251.61722,290,0,101.999985,99.90234,0,252.7658,254.37437,507,649.875,1.2974678,527.4375,0,499.6875,79.82713,37.999966,166.74194,1,107.84,228.21875,-0.82702637,0.12817383,62.01172,59.934998,2.1484375,-12.976074,0,104.29,107.94,3.6500015,-2.38,0,-0.4,0,0,0,0,6.03,0,0,0,0,0,0,0,0.19687538,0
2112.292,-0.012265588,3.2529984,1.5353551,1.7998607,94.33573,-10.526308,14.491475,22.817928,463.3501,221.43544,2,96.99251,2,0,361.5,201.75,3435,21.176472,-8.7890625,1.0464478,367.51535,19959.11,20000.502,1100.0834,499.89316,127.67736,143.02238,0,4.422467,4,98.716736,-6.0150347,0.37499952,3.7499952,7.104,0,4.5,0.76904297,0,0,0,0,0,0.8613281,0.8535156,74.69025,3.1249995,250.95471,290,0,101.999985,99.90234,0,252.21024,255.61815,507,649.875,1.3504742,527.5625,0,499.6875,79.82713,37.999966,166.64429,1,108,230.71875,-0.7965088,1.5533447,61.260986,60.450745,2.1386719,-12.976074,0,104.45,108.18,3.7300034,-2.29,0,-0.16,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.312,-0.0098124705,3.2511992,1.5445309,1.7999879,94.33568,-10.526308,14.47997,22.72182,463.13177,223.2156,2,96.99251,2,0,360,201.75,3446,21.176472,-8.796875,1.0479736,368.04602,19839.178,20000.502,1100.0834,499.89316,130.17834,143.99734,0,4.475474,4,99.998474,-6.090223,0,3.7499952,7.148,0,4.5859375,0.7699585,0,0,0,0,0,0.859375,0.8535156,74.69025,3.1249995,252.78452,290,0,101.999985,99.90234,0,253.84372,255.88348,507,649.875,1.3928794,527.5,0,499.875,79.82713,37.999966,167.41333,1,108.35,231,-0.76904297,0.03967285,60.925293,58.73871,2.1435547,-12.976074,0,104.67,108.56,3.8899994,-2.13,0,-0.08,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.333,-0.027849976,3.2504797,1.5511981,1.7999879,94.33563,-10.526308,14.483635,22.98729,463.31177,224.01746,2,96.99251,2,0,358.5,201.75,3454,21.176472,-8.7890625,1.0568237,371.55344,19831.748,20000.502,1100.0834,499.89316,130.15715,143.59464,0,4.517879,4,99.98932,-6.157892,0,3.7499952,7.184,0,4.6015625,0.7692261,0,0,0,0,0,0.8574219,0.8535156,74.69025,3.1249995,253.08809,290,0,101.999985,99.90234,0,254.34122,256.43903,507,649.875,1.4268035,527.3125,0,500.09375,79.82713,37.999966,168.01758,1,108.71,230.78125,-0.7446289,-0.03967285,60.7666,58.641052,2.1533203,-12.976074,0,105.02,108.68,3.6600037,-2.36,0,-0.4,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.353,-0.04227998,3.250192,1.5454053,1.7999879,94.3356,-10.526308,14.4862,23.031336,463.53888,224.64757,2,96.99251,2,0,358.5,201.75,3443,21.176472,-8.796875,1.0570068,371.61975,19880.57,20000.502,1100.0834,499.89316,128.10126,142.08981,0,4.551803,4,98.93341,-6.218795,0,3.7499952,7.184,0,4.6875,0.76330566,0,0,0,0,0,0.8574219,0.8535156,74.69025,3.1249995,252.51521,290,0,101.999985,99.90234,0,253.57837,256.42245,507,649.875,1.4539428,526.96875,0,500.1875,79.82713,37.999966,167.65137,1,108.73,229,-0.72021484,1.6174316,61.151123,60.639954,2.1386719,-12.976074,0,105.05,109.06,4.0099945,-2.01,0,0.56,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.372,-0.053823985,3.2500768,1.5533569,1.7999879,94.33557,-10.526308,14.482137,22.948229,463.69507,224.0076,2,96.99251,2,0,357.375,201.75,3449,21.176472,-9.125,1.0617065,373.2781,19854.037,20000.502,1100.0834,499.89316,129.86043,143.44627,0,4.5789423,4,99.83673,-6.2736073,0,3.7499952,7.212,0,4.9765625,0.7665405,0,0,0,0,0,0.859375,0.8535156,74.69025,3.1249995,253.73672,290,0,101.999985,99.90234,0,254.83871,257.0609,507,649.875,1.4756542,526.9375,0,500,79.82713,37.999966,168.24951,1,109.07,229.96875,-0.68969727,0.08850098,61.07788,59.28192,2.1411133,-12.976074,0,105.36,109.09,3.7299957,-2.29,0,-0.32,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.393,-0.06305919,3.2687807,1.5563327,1.7999879,94.33554,-10.526308,14.479293,23.125446,463.93036,224.51183,2,96.99251,2,0,357.375,202.125,3461,21.176472,-9.3125,1.071167,376.6031,19858.283,20000.502,1100.0834,499.89316,130.3267,143.48866,0,4.6006536,4,99.479675,-6.3229384,0,4.1249948,7.212,0,4.9765625,0.7648926,0,0,0,0,0,0.86035156,0.85253906,74.69025,3.1249995,254.27776,290,0,101.999985,99.90234,0,255.41086,257.65793,507,649.875,1.4930234,528.875,0,499.6875,79.82713,37.999966,168.52417,1,109.17,229.46875,-0.66223145,0.12207031,60.772705,59.062195,2.150879,-12.976074,0,105.72,109.68,3.959999,-2.06,0,0.56,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.413,-0.050447352,3.2950125,1.5629636,1.7999879,94.33469,-10.526308,14.477302,23.204062,465.88684,226.24307,2,96.99251,2,0,355.875,201.75,3484,21.176472,-9.640625,1.0714722,377.1255,19846.607,20000.502,1100.0834,499.89316,131.34406,145.60814,0,4.618023,4,99.998474,-6.3673363,0,3.7499952,7.244,0,5.0703125,0.76538086,0,0,0,0,0,0.859375,0.85253906,74.69025,3.1249995,254.68872,290,0,101.999985,99.90234,0,255.80057,257.72424,507,649.875,1.6631688,527,0,499.78125,79.82713,37.999966,168.32275,1,109.48,229.625,-0.6378174,1.2420654,60.864258,60.273743,2.1386719,-12.976074,0,105.87,109.59,3.7199936,-2.3,0,0.08,0,0,0,0,6.02,0,0,0,0,0,0,0,0.15312529,0
2112.433,-0.040357884,3.305505,1.563331,1.7999879,94.333916,-10.526308,14.475908,23.263794,467.8885,228.72507,2,96.99251,2,0,354,202.125,3490,21.176472,-9.234375,1.0866089,382.4488,19895.96,20000.502,1100.0834,499.89316,132.50977,147.17656,0,4.7881684,4,99.998474,-6.4072943,0.37499952,4.1249948,7.348,0,5.03125,0.777771,0,0,0,0,0,0.86035156,0.85058594,74.69025,3.1249995,254.8112,290,0,101.999985,99.90234,0,256.03275,258.82706,507.375,649.875,1.799285,528.75,0,499.59375,79.82713,37.999966,169.03687,1,109.67,233.34375,-0.6164551,0.033569336,59.979248,58.140564,2.1411133,-12.976074,0,106.1,109.85,3.75,-2.28,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0.19687538,0
2112.452,-0.03228631,3.3097022,1.5649198,1.7986739,94.33322,-10.526308,14.486651,23.281666,467.98706,229.16724,2,96.99251,2,0,354,202.125,3494,21.176472,-9.4453125,1.0889282,383.25308,19891.715,20000.502,1100.0834,499.89316,132.42499,146.13802,0,4.9242845,4,99.957275,-6.443257,0.37499952,4.1249948,7.348,0,5.0546875,0.77667236,0,0,0,0,0,0.859375,0.85058594,74.69025,3.1249995,255.05714,290,0,101.999985,99.90234,0,256.19858,258.86023,507.375,649.875,1.9081781,528.90625,0,500.1875,79.82713,37.999966,169.14062,1,109.9,233,-0.5950928,0.3692627,59.84497,58.369446,2.1557617,-12.976074,0,106.38,110.27,3.8899994,-2.14,0,0.4,0,0,0,0,6.03,0,0,0,0,0,0,0,0.19687538,0
2112.473,-0.025829047,3.330131,1.5695292,1.7988011,94.332596,-10.526308,14.488312,23.317436,468.14746,229.50853,2,96.99251,2,0,353.25,202.125,3485,21.176472,-9.4296875,1.0935059,384.8617,19827.504,20000.502,1100.0834,499.89316,131.34406,145.09947,0,5.0331774,4,99.998474,-6.475623,0.37499952,4.1249948,7.352,0,5.1015625,0.77508545,0,0,0,0,0,0.8544922,0.85058594,74.69025,3.1249995,255.6919,290,0,101.999985,99.90234,0,256.75412,259.04263,507.375,649.875,1.9952925,528.5625,0,500.09375,79.82713,37.999966,169.76318,1,110.14,232.53125,-0.5706787,-0.12207031,59.70459,57.756042,2.1313477,-12.976074,0,106.66,110.43,3.7699966,-2.26,0,0.08,0,0,0,0,6.03,0,0,0,0,0,0,0,0.19687538,0
2112.493,-0.020663237,3.3383026,1.5736312,1.79062,94.33204,-10.526308,14.483615,23.409605,470.47842,230.05714,0,96.99251,2,0,353.25,202.125,3505,21.176472,-9.3828125,1.1019287,387.83844,19860.936,20000.502,1100.0834,499.89316,131.66197,144.76035,0,5.120292,4,99.56818,-6.5047526,0.37499952,4.1249948,7.352,0,5.09375,0.77282715,0,0,0,0,0,0.8515625,0.85058594,74.69025,3.1249995,256.11472,289.61923,0,101.999985,99.90234,0,257.16043,259.85522,507.375,649.875,2.064984,528.75,0,500.09375,79.82713,37.999966,169.94019,1,110.45,231.84375,-0.5584717,0.46691895,59.68628,58.558655,2.1313477,-12.976074,0,106.82,110.69,3.8700027,-2.17,0,-0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.513,-0.01653059,3.3228211,1.575654,1.7977836,94.331535,-10.526308,14.480328,23.471018,470.51163,231.39375,0,96.99251,2,0,352.125,202.125,3511,21.176472,-9.3046875,1.1098022,390.61615,19793.01,20000.502,1100.0834,499.89316,132.50977,147.60045,0,5.1899834,4,99.998474,-6.530969,0.37499952,4.1249948,7.368,0,5.140625,0.7706909,0,0,0,0,0,0.8515625,0.85058594,74.69025,3.1249995,256.47977,290,0,101.999985,99.90234,0,257.51697,260.17862,507.375,649.875,2.1207373,532.90625,0,499.59375,79.82713,37.999966,170.17212,1,110.99,231.21875,-0.5432129,0.5432129,59.58252,58.56476,2.1362305,-12.976074,0,107.02,111.38,4.3600006,-1.68,0,0.24,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.533,-0.013224472,3.3166285,1.5871763,1.7966815,94.33108,-10.526308,14.489745,23.524046,468.93762,231.01445,0,96.99251,2,0,352.125,201.75,3546,21.176472,-9.171875,1.1204224,394.34744,19387.576,20000.502,1100.0834,499.89316,133.69667,149.0629,0,5.245737,4,99.998474,-6.554564,0.37499952,3.7499952,7.368,0,5.390625,0.7716675,0,0,0,0,0,0.8535156,0.8496094,74.69025,3.1249995,257.688,290,0,101.999985,99.90234,0,258.769,260.85852,507.375,649.875,2.1653397,530.875,0,499.5,79.82713,37.999966,170.53223,1,111.38,231.5,-0.52490234,0.5432129,59.381104,58.399963,2.1289062,-12.976074,0,107.37,111.68,4.3099976,-1.73,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.552,-0.030579578,3.2954016,1.5909748,1.7929937,94.330666,-10.526308,14.508056,23.699392,468.85693,233.2772,0,96.99251,2,0,325.5,201.75,3562,21.176472,-9.15625,1.1356812,399.72052,19346.184,20000.502,1100.0834,499.89316,134.8412,149.8895,0,5.2903395,4,99.998474,-6.5757995,0,3.7499952,8.968,0,5.8515625,0.7850952,0,0,0,0,0,0.85546875,0.8486328,74.69025,3.1249995,258.3386,289.5613,0,101.999985,99.90234,0,259.30798,261.88672,514.5,649.875,2.2010217,528.4375,0,499.59375,79.82713,37.999966,171.12427,1,111.76,235.53125,-0.5004883,0.15258789,58.47168,57.032776,2.1411133,-12.976074,0,107.42,111.98,4.560005,-1.48,0,0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.572,-0.044463664,3.2869108,1.5948433,1.7978684,94.3303,-10.526308,14.520873,23.793833,467.00098,233.4022,0,96.99251,2,0,322.125,201.75,3565,21.176472,-9.125,1.1365356,400.019,19306.383,20000.502,1100.0834,499.89316,134.8412,150.52533,0,5.326021,4,99.998474,-6.5949116,0.37499952,3.7499952,9.108,0,6.125,0.7796631,0,0,0,0,0,0.86035156,0.8486328,74.69025,3.1249995,258.96072,290,0,101.999985,99.90234,0,259.95474,261.93646,515.625,649.875,2.2295673,528.53125,0,500.375,79.82713,37.999966,171.521,1,112.03,233.90625,-0.47607422,0.35095215,58.392334,57.206726,2.1386719,-12.976074,0,107.66,112.16,4.5,-1.54,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.593,-0.03557093,3.2835145,1.6003044,1.7980379,94.32997,-10.526308,14.512267,23.884136,467.21335,233.70502,0,96.99251,2,0,322.125,201.75,3553,21.176472,-9.1328125,1.1383057,400.6326,19076.072,20000.502,1100.0834,499.89316,134.8412,150.80086,0,5.3545666,4,99.998474,-6.612112,0,3.7499952,9.108,0,6.125,0.7758179,0,0,0,0,0,0.8652344,0.8486328,74.69025,3.1249995,260.04547,290,0,101.999985,99.90234,0,260.91656,261.93646,515.625,649.875,2.4086537,528.625,0,500.28125,79.82713,37.999966,172.19849,1,112.33,232.75,-0.4547119,-0.09460449,58.740234,57.0755,2.1240234,-12.976074,0,108.07,112.47,4.4000015,-1.64,0,-0.48,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.612,-0.048456743,3.300906,1.6054902,1.7976141,94.32967,-10.526308,14.512102,24.04155,467.6446,233.13333,0,96.99251,2,0,319.875,201.75,3556,21.176472,-9.203125,1.1432495,402.37387,18939.158,20000.502,1100.0834,499.89316,134.8412,152.15733,0,5.5336533,4,99.998474,-6.6275926,0,3.7499952,9.22,0,6.3125,0.7772827,0,0,0,0,0,0.8613281,0.8486328,74.69025,3.1249995,260.47055,290,0,101.999985,99.90234,0,261.44724,262.05255,516.375,649.875,2.551923,528.59375,0,500,79.82713,37.999966,172.54028,1,112.46,233.1875,-0.4547119,-0.5767822,58.6792,56.70929,2.1166992,-12.976074,0,108.11,112.61,4.5,-1.54,0,0.4,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.632,-0.058765396,3.3078625,1.6042761,1.7969359,94.32941,-10.526308,14.511987,24.10326,469.73453,234.37296,0,96.99251,2,0,319.875,201.75,3568,21.176472,-9.2421875,1.1537476,406.0803,18815.512,20000.502,1100.0834,499.89316,134.8412,151.50029,0,5.676923,4,99.998474,-6.6415253,0,3.7499952,9.22,0,6.4140625,0.76916504,0,0,0,0,0,0.859375,0.8486328,74.69025,3.1249995,260.7238,290,0,101.999985,99.90234,0,261.70428,262.492,516.375,649.875,2.6665385,525.8125,0,499.59375,79.82713,37.999966,172.77222,1,112.69,230.75,-0.46081543,-0.36315918,58.42285,56.69098,2.1264648,-12.976074,0,108.35,112.68,4.330002,-1.71,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.653,-0.06701232,3.310645,1.619184,1.7966815,94.32916,-10.526308,14.523625,24.140034,469.79697,235.19511,0,96.99251,2,0,316.5,201.75,3588,21.176472,-9.5234375,1.1612549,409.15652,18487.557,20000.502,1100.0834,499.89316,136.00691,153.66216,0,5.7915382,4,99.998474,-6.6540647,0.37499952,3.7499952,9.376,0,6.625,0.77874756,0,0,0,0,0,0.8574219,0.8466797,74.69025,3.1249995,262.41187,289.68524,0,101.999985,99.90234,0,263.27142,262.6081,517.125,649.875,2.758231,528.96875,0,499.6875,79.82713,37.999966,173.94409,1,112.93,233.625,-0.48828125,-1.5838623,57.873535,54.67987,2.109375,-12.976074,0,108.73,112.97,4.239998,-1.8,0,-0.4,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.673,-0.07360986,3.3305082,1.6197777,1.799988,94.32895,-10.526308,14.531772,24.384966,469.7677,236.49873,0,96.99251,2,0,313.875,201.75,3590,21.176472,-9.71875,1.1628418,409.71207,18447.756,20000.502,1100.0834,499.89316,136.00691,154.08606,0,5.88323,4,99.998474,-6.66535,0.37499952,3.7499952,9.516,0,6.546875,0.78204346,0,0,0,0,0,0.85253906,0.8466797,74.69025,3.1249995,262.11362,289.79898,0,101.999985,99.90234,0,263.14706,262.73245,517.5,649.875,2.8315847,528.625,0,500.28125,79.82713,37.999966,174.06616,1,112.95,234.625,-0.5004883,-0.44555664,57.836914,55.812073,2.0825195,-12.976074,0,108.93,113.01,4.080002,-1.96,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.693,-0.07888789,3.3384533,1.6197495,1.7999879,94.32875,-10.526308,14.514037,24.341726,471.7582,237.63322,0,96.99251,2,0,313.875,201.75,3587,21.176472,-9.8359375,1.1647949,410.40857,18195.688,20000.502,1100.0834,499.89316,136.00691,153.04752,0,5.956584,4,99.998474,-6.6755066,0.37499952,3.7499952,9.516,0,6.546875,0.7696533,0,0,0,0,0,0.85253906,0.8466797,74.69025,3.1249995,262.9027,290,0,101.999985,99.90234,0,263.83527,262.83197,517.5,649.875,2.8902678,526.125,0,500.28125,79.82713,37.999966,174.59717,1,113.02,230.90625,-0.55236816,-0.6164551,57.95288,55.662537,2.055664,-12.976074,0,109.14,113.14,4,-2.04,0,-0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.712,-0.10311031,3.3603816,1.623506,1.7999879,94.328575,-10.526308,14.507483,24.45623,471.86163,237.4867,0,96.99251,2,0,311.25,201.75,3588,21.176472,-10.0625,1.1697388,412.14154,18096.982,20000.502,1100.0834,499.89316,136.00691,153.87411,0,6.0152674,4,99.998474,-6.6846476,0,3.7499952,9.62,0,6.5546875,0.765625,0,0,0,0,0,0.85058594,0.8466797,74.69025,3.1249995,263.49457,290,0,101.999985,99.90234,0,264.31622,263.07242,517.875,649.875,2.9372144,526.125,0,500,79.82713,37.999966,175.04883,1,113.34,229.6875,-0.61950684,-0.9033203,57.97119,55.436707,2.0385742,-12.976074,0,109.38,113.42,4.040001,-2,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.732,-0.12248825,3.3504028,1.6326026,1.7999879,94.328415,-10.526308,14.508753,24.542118,474.13693,238.69838,0,96.99251,2,0,311.25,201.75,3597,21.176472,-9.796875,1.1793213,415.5163,17808.297,20000.502,1100.0834,499.89316,136.00691,154.38278,0,6.062214,4,99.998474,-6.6928744,0,3.7499952,9.62,0,6.5390625,0.7645874,0,0,0,0,0,0.8486328,0.8466797,74.69025,3.1249995,264.56747,290,0,101.999985,99.90234,0,265.35266,263.32117,517.875,649.875,2.9747715,526.03125,0,499.78125,79.82713,37.999966,175.81177,1,113.44,229.375,-0.67749023,-2.5756836,57.769775,53.559875,2.0214844,-12.976074,0,109.85,113.58,3.7300034,-2.31,0,-0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.753,-0.1379906,3.3651614,1.6402137,1.7999879,94.32827,-10.526308,14.509643,24.697792,472.12842,238.28342,0,96.99251,2,0,308.25,201.75,3619,21.176472,-9.671875,1.1906738,419.5295,17583.822,20000.502,1100.0834,499.89316,136.26125,155.86642,0,6.099771,4,99.998474,-6.7002788,0,3.7499952,9.752,0,6.6171875,0.77789307,0,0,0,0,0,0.85058594,0.8457031,74.69025,3.1249995,264.68817,289.16348,0,101.999985,99.90234,0,265.5185,263.95966,518.625,649.875,3.0048172,525.9375,0,499.78125,79.82713,37.999966,176.42212,1,113.73,233.375,-0.72021484,-2.218628,57.269287,53.318787,1.9946289,-12.976074,0,109.85,113.86,4.010002,-2.03,0,-0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.772,-0.15039247,3.3710647,1.636038,1.7999879,94.32814,-10.526308,14.516125,24.715322,474.10953,240.7468,0,96.99251,2,0,304.5,201.75,3624,21.176472,-9.9453125,1.1948242,420.98886,17537.652,20000.502,1100.0834,499.89316,136.26125,155.59088,0,6.129817,4,99.998474,-6.7069426,0,3.7499952,9.916,0,6.5859375,0.77508545,0,0,0,0,0,0.85253906,0.8457031,74.69025,3.1249995,264.10062,289.24603,0,101.999985,99.90234,0,265.07904,264.10062,519.375,649.875,3.028854,525.90625,0,500.09375,79.82713,37.999966,176.25122,1,114.07,232.53125,-0.73547363,-0.7385254,57.15332,54.637146,1.9921875,-12.976074,0,110.14,114.08,3.9400024,-2.1,0,-0.32,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.794,-0.16031398,3.373426,1.6354336,1.7999879,94.328026,-10.526308,14.497225,24.630098,474.36557,241.20961,0,96.99251,2,0,304.5,201.75,3620,21.176472,-10.03125,1.1964722,421.56097,17328.568,20000.502,1100.0834,499.89316,136.26125,153.87411,0,6.1538534,4,99.998474,-6.71294,0,3.7499952,9.916,0,6.578125,0.7650757,0,0,0,0,0,0.85058594,0.8457031,74.69025,3.1249995,264.39938,289.65967,0,101.999985,99.90234,0,265.28632,264.21667,519.375,649.875,3.048083,526.21875,0,500.1875,79.82713,37.999966,176.28784,1,114.28,229.53125,-0.7537842,-0.7324219,57.2937,54.692078,1.9775391,-12.976074,0,110.48,114.54,4.0599976,-1.98,0,-0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.812,-0.14825118,3.3743706,1.637725,1.7969782,94.32792,-10.526308,14.501573,24.67346,474.61453,241.06982,0,96.99251,2,0,303.375,202.125,3629,21.176472,-10.375,1.2015991,423.3686,17127.443,20000.502,1100.0834,499.89316,136.26125,154.57353,0,6.1730824,4,99.998474,-6.718338,0,4.1249948,9.984,0,6.578125,0.76904297,0,0,0,0,0,0.84765625,0.8457031,74.69025,3.1249995,264.85486,289.27487,0,101.999985,99.90234,0,265.70093,264.84686,520.125,649.875,3.0634665,526.03125,0,499.78125,79.82713,37.999966,176.72119,1,114.63,230.71875,-0.76904297,-0.9094238,57.17163,54.566956,1.9824219,-12.976074,0,110.6,114.87,4.2700043,-1.77,0,0.48,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.832,-0.15860094,3.3747482,1.6375369,1.7999879,94.32783,-10.526308,14.498757,24.739552,474.8307,241.77924,0,96.99251,2,0,303.375,202.125,3649,21.176472,-10.125,1.2141113,427.7715,17054.742,20000.502,1100.0834,499.89316,137.42696,154.02248,0,6.188466,4,99.998474,-6.723196,0,4.1249948,9.984,0,6.5859375,0.7697754,0,0,0,0,0,0.84765625,0.84472656,74.69025,3.1249995,264.5898,289.43655,0,101.999985,99.90234,0,265.44388,265.34436,520.125,649.875,3.0757732,526.40625,0,499.59375,79.82713,37.999966,176.98975,1,114.87,230.9375,-0.7751465,-0.2746582,56.707764,54.804993,1.9921875,-12.976074,0,110.92,115.37,4.4500046,-1.59,0,0.4,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.853,-0.16688076,3.3561494,1.6446722,1.7999879,94.32774,-10.526308,14.508505,24.70111,474.80267,243.09738,0,96.99251,2,0,301.125,202.125,3667,21.176472,-9.609375,1.2227173,431.27893,16789.936,20000.502,1100.0834,499.89316,137.42696,155.69685,0,6.200773,4,99.998474,-6.727568,0,4.1249948,10.06,0,7.0703125,0.7758179,0,0,0,0,0,0.8486328,0.84472656,74.69025,3.1249995,265.36758,289.09967,0,101.999985,99.90234,0,266.16525,265.8253,520.875,649.875,3.0856187,526.28125,0,499.78125,79.82713,37.999966,177.74048,1,115.18,232.75,-0.7965088,-0.90026855,56.292725,53.681946,1.9946289,-12.976074,0,111.13,115.42,4.290001,-1.75,0,-0.08,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.873,-0.15350461,3.34871,1.6437885,1.7999879,94.32767,-10.526308,14.509469,24.81396,472.8794,243.30696,0,96.99251,2,0,298.125,202.125,3672,21.176472,-9.7109375,1.2277222,433.04507,16763.934,20000.502,1100.0834,499.89316,137.42696,155.82402,0,6.210618,4,99.998474,-6.731503,0,4.1249948,10.204,0,7.3125,0.7764282,0,0,0,0,0,0.8457031,0.84472656,74.69025,3.1249995,264.82816,288.7473,0,101.999985,99.90234,0,265.75897,265.99942,522.375,649.875,3.0934951,526.21875,0,500.09375,79.82713,37.999966,177.7649,1,115.5,232.9375,-0.8026123,-0.12512207,56.188965,54.359436,1.9970703,-12.976074,0,111.3,115.74,4.439995,-1.6,0,0.16,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
2112.893,-0.16280368,3.3457341,1.6514472,1.7999879,94.3276,-10.526308,14.504285,24.735708,473.11902,243.76218,0,96.99251,2,0,298.125,202.125,3678,21.176472,-9.625,1.234314,435.37503,16567.584,20000.502,1100.0834,499.89316,137.42696,155.65446,0,6.2184944,4,99.998474,-6.7350445,0,4.1249948,10.204,0,7.296875,0.77423096,0,0,0,0,0,0.84277344,0.84472656,74.69025,3.1249995,265.9974,288.6658,0,101.999985,99.90234,0,266.67102,266.4057,522.375,649.875,3.099796,526.09375,0,500,79.82713,37.999966,178.50952,1,115.81,232.28125,-0.82092285,-1.0345459,56.103516,53.39508,1.9824219,-12.976074,0,111.56,116.21,4.6500015,-1.39,0,0.56,0,0,0,0,6.04,0,0,0,0,0,0,0,0.24062546,0
